Gene_stable_ID	Gene_description	Gene_name
AAEL008166	malate dehydrogenase [Source:VB Community Annotation]	""
AAEL018181	""	""
AAEL027453	""	""
AAEL013995	autophagy related gene [Source:VB Community Annotation]	APG18B
AAEL019996	""	""
AAEL009184	""	""
AAEL001140	MutS protein homolog 4 [Source:VB Community Annotation]	""
AAEL025545	""	""
AAEL003131	""	""
AAEL011367	""	""
AAEL012422	Sterol desaturase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWK4]	""
AAEL025493	""	""
AAEL009869	low-density lipoprotein receptor (ldl) [Source:VB Community Annotation]	""
AAEL006847	Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL;Acc:Q174N9]	""
AAEL006620	""	""
AAEL024389	""	""
AAEL013557	""	""
AAEL000511	Acetylcholinesterase (Fragment) [Source:UniProtKB/TrEMBL;Acc:Q6A2E2]	""
AAEL009364	cdc2l5 [Source:VB Community Annotation]	""
AAEL013252	""	""
AAEL017331	""	""
AAEL002001	protein serine/threonine kinase, putative [Source:VB Community Annotation]	""
AAEL021057	""	""
AAEL021926	""	""
AAEL003602	""	""
AAEL013473	cAMP-specific 3,5-cyclic phosphodiesterase [Source:VB Community Annotation]	""
AAEL001020	anterior fat body protein [Source:VB Community Annotation]	""
AAEL001649	leucine aminopeptidase [Source:VB Community Annotation]	""
AAEL022294	""	""
AAEL025458	""	""
AAEL019502	""	""
AAEL023152	""	""
AAEL027450	""	""
AAEL025889	""	""
AAEL003373	""	""
AAEL001248	""	""
AAEL000594	""	""
AAEL022436	""	""
AAEL019575	""	""
AAEL007783	centromere protein-A, putative [Source:VB Community Annotation]	""
AAEL005792	Clip-Domain Serine Protease  family E. Protease homologue. [Source:VB Community Annotation]	CLIPE8
AAEL011005	pickpocket 309 [Source:VB Community Annotation]	ppk309
AAEL010422	replication-associated histone mRNA stem loop-binding protein, putative [Source:VB Community Annotation]	""
AAEL008547	""	""
AAEL008751	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]	""
AAEL021150	""	""
AAEL013243	""	""
AAEL000580	""	""
AAEL023400	""	""
AAEL027350	""	""
AAEL002801	""	""
AAEL020275	""	""
AAEL007241	""	""
AAEL006128	""	""
AAEL010879	""	""
AAEL023610	""	""
AAEL025724	""	""
AAEL028168	""	""
AAEL024498	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL028037	""	""
AAEL004283	""	""
AAEL008869	pupal cuticle protein 78E, putative [Source:VB Community Annotation]	""
AAEL023290	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL020845	""	""
AAEL027486	""	""
AAEL006280	juvenile hormone acid methyltransferase, putative [Source:VB Community Annotation]	JAHMT
AAEL004294	dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase [Source:VB Community Annotation]	""
AAEL011423	sugar transporter [Source:VB Community Annotation]	""
AAEL023918	""	""
AAEL009449	odorant binding protein (OBP39) [Source:VB Community Annotation]	OBP39
AAEL009818	""	""
AAEL027152	""	""
AAEL013367	""	""
AAEL022165	""	""
AAEL019537	""	""
AAEL000166	""	""
AAEL007891	xtp3-transactivated protein b [Source:VB Community Annotation]	""
AAEL024840	""	""
AAEL020664	""	""
AAEL027557	""	""
AAEL025740	""	""
AAEL012645	""	""
AAEL010513	class b basic helix-loop-helix protein (bhlhb) (differentially expressed in chondrocytes) (mdec) (sharp) [Source:VB Community Annotation]	""
AAEL022718	""	""
AAEL003008	""	""
AAEL023962	""	""
AAEL011905	myosin i [Source:VB Community Annotation]	""
AAEL021236	""	""
AAEL005458	protein withered, carnitine O-palmitoyltransferase [Source:VB Community Annotation]	whd
AAEL007703	""	""
AAEL020284	""	""
AAEL013002	cdk9 [Source:VB Community Annotation]	""
AAEL022638	Putative 14.5 kDa salivary protein [Source:UniProtKB/TrEMBL;Acc:Q1HRF3]	""
AAEL021825	""	""
AAEL026157	""	""
AAEL004347	Eukaryotic translation initiation factor 3 subunit M (eIF3m) [Source:VB Community Annotation]	""
AAEL021847	""	""
AAEL023823	""	""
AAEL003664	lupus la ribonucleoprotein [Source:VB Community Annotation]	""
AAEL000006	phosphoenolpyruvate carboxykinase [Source:VB Community Annotation]	""
AAEL024150	""	""
AAEL002785	DNA polymerase epsilon subunit b [Source:VB Community Annotation]	""
AAEL007780	""	""
AAEL021406	""	""
AAEL000996	""	""
AAEL023830	""	""
AAEL019427	""	""
AAEL010681	sodium/chloride dependent neurotransmitter transporter [Source:VB Community Annotation]	""
AAEL005742	transcription initiation factor TFIID subunit 10, putative [Source:VB Community Annotation]	""
AAEL009027	Mediator of RNA polymerase II transcription subunit 24 (Med24) [Source:VB Community Annotation]	Med24
AAEL021522	""	""
AAEL006951	protein phosphatase 2c [Source:VB Community Annotation]	""
AAEL007051	lipase [Source:VB Community Annotation]	""
AAEL027572	""	""
AAEL026705	""	""
AAEL019628	""	""
AAEL011591	""	""
AAEL026311	""	""
AAEL012867	""	""
AAEL001655	structural maintenance of chromosomes 4 smc4 [Source:VB Community Annotation]	""
AAEL011872	""	""
AAEL013232	""	""
AAEL021984	""	""
AAEL005704	""	""
AAEL005470	peroxisomal membrane protein, putative [Source:VB Community Annotation]	""
AAEL008916	""	""
AAEL002764	dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase [Source:VB Community Annotation]	""
AAEL007372	GPCR GABA B Family [Source:VB Community Annotation]	GPRGBB1
AAEL023408	""	""
AAEL002791	""	""
AAEL026271	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL022752	Histone H2A [Source:UniProtKB/TrEMBL;Acc:Q173V2]	""
AAEL000242	voltage-gated potassium channel [Source:VB Community Annotation]	""
AAEL024858	""	""
AAEL025311	""	""
AAEL020219	""	""
AAEL022957	""	""
AAEL025854	""	""
AAEL000631	""	""
AAEL025094	""	""
AAEL010993	queuine tRNA-ribosyltransferase [Source:VB Community Annotation]	""
AAEL014543	maltose phosphorylase [Source:VB Community Annotation]	""
AAEL023979	""	""
AAEL007095	adult cuticle protein, putative [Source:VB Community Annotation]	""
AAEL022792	""	""
AAEL027733	""	""
AAEL025717	""	""
AAEL003403	""	""
AAEL022208	""	""
AAEL024001	""	""
AAEL003938	mRNA cleavage stimulating factor, 50kD-subunit, putative [Source:VB Community Annotation]	""
AAEL021267	""	""
AAEL027919	""	""
AAEL003009	zinc finger protein [Source:VB Community Annotation]	""
AAEL026228	""	""
AAEL005278	sodium- and chloride-dependent neurotransmitter transporter [Source:VB Community Annotation]	""
AAEL003351	""	""
AAEL004378	eukaryotic translation initiation factor 1A (eIF-1A) [Source:VB Community Annotation]	""
AAEL024992	""	""
AAEL024196	""	""
AAEL005504	""	""
AAEL013718	""	""
AAEL026767	""	""
AAEL023660	""	""
AAEL023035	""	""
AAEL008987	""	""
AAEL025730	""	""
AAEL028113	""	""
AAEL000898	""	""
AAEL026866	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL005183	""	""
AAEL006521	COX assembly mitochondrial protein [Source:UniProtKB/TrEMBL;Acc:Q0IF43]	""
AAEL027762	""	""
AAEL025216	""	""
AAEL007456	zinc finger protein, putative [Source:VB Community Annotation]	""
AAEL021538	""	""
AAEL020809	""	""
AAEL014904	DEAD box ATP-dependent RNA helicase [Source:VB Community Annotation]	""
AAEL019640	""	""
AAEL002153	""	""
AAEL010226	daughterless [Source:VB Community Annotation]	da
AAEL024645	""	""
AAEL024692	""	""
AAEL027332	""	""
AAEL005229	ptpla domain protein [Source:VB Community Annotation]	""
AAEL002485	WD repeat-containing protein on Y chromosome (WD40 Y) [Source:VB Community Annotation]	WDY
AAEL022790	""	""
AAEL013898	""	""
AAEL013086	""	""
AAEL022122	""	""
AAEL022010	""	""
AAEL006507	""	""
AAEL018114	""	""
AAEL009760	Niemann-Pick Type C-2, putative [Source:VB Community Annotation]	""
AAEL012731	Adenylate kinase 2, mitochondrial (AK 2)(EC 2.7.4.3)(ATP-AMP transphosphorylase 2) [Source:VB Community Annotation]	Adk2
AAEL010232	""	""
AAEL007879	""	""
AAEL009969	axonemal dynein light chain [Source:VB Community Annotation]	""
AAEL009630	high-affinity cgmp-specific 3,5-cyclic phosphodiesterase [Source:VB Community Annotation]	""
AAEL012507	prefoldin, subunit, putative [Source:VB Community Annotation]	""
AAEL015682	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17ER2]	""
AAEL020690	""	""
AAEL002565	titin [Source:VB Community Annotation]	""
AAEL009853	trypsin, putative [Source:VB Community Annotation]	""
AAEL027627	""	""
AAEL025290	""	""
AAEL004199	allergen, putative [Source:VB Community Annotation]	""
AAEL005728	""	""
AAEL023973	""	""
AAEL004488	""	""
AAEL020102	""	""
AAEL026477	""	""
AAEL027884	Histone H2B [Source:UniProtKB/TrEMBL;Acc:Q17EF1]	""
AAEL022462	""	""
AAEL001148	homeobox protein [Source:VB Community Annotation]	""
AAEL013031	""	""
AAEL024325	""	""
AAEL027829	""	""
AAEL001952	28 kDa heat- and acid-stable phosphoprotein (PDGF-associated protein), putative [Source:UniProtKB/TrEMBL;Acc:Q1HQX2]	""
AAEL002644	""	""
AAEL022013	""	""
AAEL015653	1-hydroxy-2-glutathionyl-2-methyl-3-butene dehydrogenase, putative [Source:VB Community Annotation]	""
AAEL025906	""	""
AAEL019600	""	""
AAEL003112	""	""
AAEL004275	Osiris, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4F763]	""
AAEL014946	Protease U48 caax prenyl protease rce1 [Source:UniProtKB/TrEMBL;Acc:A0A1S4G3P5]	""
AAEL019577	""	""
AAEL008406	cationic amino acid transporter [Source:VB Community Annotation]	""
AAEL001434	coronin [Source:VB Community Annotation]	""
AAEL003631	Clip-Domain Serine Protease  family B. [Source:VB Community Annotation]	CLIPB41
AAEL026607	""	""
AAEL027319	""	""
AAEL002583	Toll-like receptor [Source:VB Community Annotation]	TOLL7
AAEL019768	""	""
AAEL009658	alpha,alpha-trehalase [Source:VB Community Annotation]	""
AAEL022649	""	""
AAEL013724	""	""
AAEL003253	Clip-Domain Serine Protease  family B. [Source:VB Community Annotation]	CLIPB13B
AAEL001982	endoplasmic reticulum-resident kdel protein [Source:VB Community Annotation]	""
AAEL024486	""	""
AAEL027305	""	""
AAEL019601	""	""
AAEL010769	Serine Protease Inhibitor (serpin)  likely cleavage at S/A. [Source:VB Community Annotation]	SRPN6
AAEL027772	""	""
AAEL023145	""	""
AAEL020718	""	""
AAEL005213	Putative amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A0P6J1D0]	""
AAEL025695	""	""
AAEL011830	Probable methylthioribulose-1-phosphate dehydratase (MTRu-1-P dehydratase)(EC 4.2.1.109) [Source:VB Community Annotation]	""
AAEL022026	""	""
AAEL012634	""	""
AAEL023315	""	""
AAEL022460	""	""
AAEL002047	40S ribosomal protein S10 [Source:UniProtKB/TrEMBL;Acc:Q1HR41]	RpS10
AAEL004165	bone morphogenetic protein receptor type II, putative [Source:VB Community Annotation]	""
AAEL004113	""	""
AAEL028005	""	""
AAEL027654	""	""
AAEL010344	SEC14, putative [Source:VB Community Annotation]	""
AAEL023775	""	""
AAEL002115	""	""
AAEL011664	""	""
AAEL011021	""	""
AAEL008156	""	""
AAEL005964	actin [Source:VB Community Annotation]	""
AAEL002673	elongase, putative [Source:VB Community Annotation]	""
AAEL027031	""	""
AAEL023988	""	""
AAEL010676	regulator of g protein signaling [Source:VB Community Annotation]	""
AAEL003293	GTP-binding protein [Source:VB Community Annotation]	""
AAEL009736	""	""
AAEL022782	""	""
AAEL023370	""	""
AAEL000788	matrix metalloproteinase [Source:VB Community Annotation]	""
AAEL008580	""	""
AAEL026243	""	""
AAEL008120	ribosomal RNA methyltransferase [Source:VB Community Annotation]	""
AAEL027904	""	""
AAEL021287	""	""
AAEL003626	sodium/chloride dependent amino acid transporter [Source:VB Community Annotation]	""
AAEL024724	""	""
AAEL026966	""	""
AAEL011362	""	""
AAEL020995	""	""
AAEL008072	NADH-plastoquinone oxidoreductase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FIE9]	""
AAEL019878	""	""
AAEL014366	""	""
AAEL020468	""	""
AAEL025182	""	""
AAEL004148	heat shock protein 70 (hsp70)-interacting protein [Source:VB Community Annotation]	""
AAEL011768	""	""
AAEL019697	""	""
AAEL027646	""	""
AAEL010345	""	""
AAEL020476	""	""
AAEL005662	adenosine diphosphatase [Source:VB Community Annotation]	""
AAEL022739	""	""
AAEL008936	""	""
AAEL021102	""	""
AAEL027849	""	""
AAEL013758	""	""
AAEL002130	ecdysone inducible protein L2, putative [Source:VB Community Annotation]	""
AAEL001851	""	""
AAEL023454	""	""
AAEL021464	""	""
AAEL006080	DNA repair protein rad51 [Source:VB Community Annotation]	""
AAEL006326	deoxyribonuclease I, putative [Source:VB Community Annotation]	""
AAEL001935	CTL-like protein 1 [Source:UniProtKB/Swiss-Prot;Acc:Q17JQ7]	""
AAEL000484	""	""
AAEL007004	GPCR Bride of Sevenless Family [Source:VB Community Annotation]	GPRBOS1
AAEL022563	""	""
AAEL010380	aldehyde oxidase [Source:VB Community Annotation]	""
AAEL004449	""	""
AAEL023642	""	""
AAEL010423	ARL3, putative [Source:VB Community Annotation]	""
AAEL014697	""	""
AAEL025767	""	""
AAEL027768	""	""
AAEL020147	""	""
AAEL012306	autophagy related gene [Source:VB Community Annotation]	APG7B
AAEL017334	""	""
AAEL009229	mitochondrial citrate transport protein, putative [Source:VB Community Annotation]	""
AAEL025947	""	""
AAEL022723	""	""
AAEL022808	Histone H3 [Source:UniProtKB/TrEMBL;Acc:Q16N56]	""
AAEL024741	""	""
AAEL013135	chromodomain helicase DNA binding protein [Source:VB Community Annotation]	""
AAEL020863	""	""
AAEL003384	""	""
AAEL012863	Predicted acetyltransferase [Source:UniProtKB/TrEMBL;Acc:Q1HR96]	""
AAEL020437	""	""
AAEL002789	26S proteasome non-ATPase regulatory subunit [Source:VB Community Annotation]	""
AAEL010516	autophagy related gene [Source:VB Community Annotation]	APG4A
AAEL022640	""	""
AAEL007868	ubiquinol-cytochrome c reductase complex 14 kd protein [Source:VB Community Annotation]	""
AAEL003125	acyl-coa dehydrogenase [Source:VB Community Annotation]	""
AAEL023287	""	""
AAEL001211	COMPASS component SWD2, putative [Source:VB Community Annotation]	""
AAEL025800	""	""
AAEL019983	""	""
AAEL013799	""	""
AAEL001949	""	""
AAEL020657	""	""
AAEL006429	trypsin [Source:VB Community Annotation]	""
AAEL012047	""	""
AAEL005023	Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:Q17BB7]	""
AAEL012094	casein kinase ii, alpha chain (cmgc group iv) [Source:VB Community Annotation]	""
AAEL022180	""	""
AAEL000441	""	""
AAEL007717	alpha-endosulfine, putative [Source:VB Community Annotation]	""
AAEL019535	""	""
AAEL001159	ribonuclease t2 [Source:VB Community Annotation]	""
AAEL008672	ABC transporter [Source:VB Community Annotation]	""
AAEL023060	""	""
AAEL021095	""	""
AAEL020997	""	""
AAEL018121	""	""
AAEL027225	""	""
AAEL024650	""	""
AAEL009171	""	""
AAEL018263	""	""
AAEL007818	Trypsin 3A1 Precursor (EC 3.4.21.4) [Source:VB Community Annotation]	""
AAEL027939	""	""
AAEL000073	odorant binding protein OBP4 [Source:VB Community Annotation]	OBP4
AAEL002846	inositol triphosphate 3-kinase c [Source:VB Community Annotation]	""
AAEL004376	""	""
AAEL024063	""	""
AAEL002728	""	""
AAEL025518	""	""
AAEL020702	""	""
AAEL001674	serine-type enodpeptidase, [Source:VB Community Annotation]	""
AAEL008970	""	""
AAEL021659	""	""
AAEL008208	serine protease [Source:VB Community Annotation]	""
AAEL022258	""	""
AAEL024914	Putative synaptic vesicle transporter svop [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYS1]	""
AAEL009847	microtubule-associated protein [Source:VB Community Annotation]	""
AAEL000188	elongase, putative [Source:VB Community Annotation]	""
AAEL024698	""	""
AAEL019660	""	""
AAEL001312	Cytochrome P450 monooxygenase CYP9M6v2 [Source:UniProtKB/TrEMBL;Acc:X5HYQ8]	CYP9M6
AAEL000801	metalloproteinase, putative [Source:VB Community Annotation]	""
AAEL021824	""	""
AAEL027081	""	""
AAEL010061	""	""
AAEL010796	transmembrane protein 1/tmem1b [Source:VB Community Annotation]	""
AAEL001190	""	""
AAEL027824	""	""
AAEL017508	""	""
AAEL018254	""	""
AAEL009590	outer mitochondrial translocase subunit, putative [Source:VB Community Annotation]	""
AAEL024856	""	""
AAEL017553	Carboxy/choline esterase Alpha Esterase [Source:VB Community Annotation]	CCEAE2B
AAEL007934	tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [Source:VB Community Annotation]	""
AAEL019751	""	""
AAEL009484	""	""
AAEL021971	""	""
AAEL006224	short-chain dehydrogenase [Source:VB Community Annotation]	""
AAEL025981	""	""
AAEL010502	Transcriptional regulator ATRX (X-linked helicase II) [Source:UniProtKB/TrEMBL;Acc:A0A1S4FQW7]	""
AAEL006817	""	""
AAEL028233	""	""
AAEL003474	""	""
AAEL020073	""	""
AAEL021707	""	""
AAEL003539	WD-repeat protein [Source:VB Community Annotation]	""
AAEL023322	""	""
AAEL006383	chymotrypsin, putative [Source:VB Community Annotation]	""
AAEL022851	""	""
AAEL018036	""	""
AAEL013825	helicase [Source:VB Community Annotation]	""
AAEL027812	""	""
AAEL009539	acyl-protein thioesterase 1,2 (lysophospholipase i,ii) [Source:VB Community Annotation]	""
AAEL020744	""	""
AAEL021759	""	""
AAEL021219	""	""
AAEL000025	phosphoenolpyruvate carboxykinase [Source:VB Community Annotation]	""
AAEL000451	beta1,4 mannosyltransferase [Source:VB Community Annotation]	""
AAEL003442	""	""
AAEL011001	""	""
AAEL026883	Histone H4 [Source:UniProtKB/TrEMBL;Acc:Q16IE4]	""
AAEL011819	Cohesin loading complex subunit SCC4 homolog [Source:VB Community Annotation]	""
AAEL013056	Lipase maturation factor [Source:UniProtKB/TrEMBL;Acc:Q16KB9]	""
AAEL006356	TFIIH basal transcription factor complex p52 subunit [Source:VB Community Annotation]	""
AAEL027981	""	""
AAEL023793	""	""
AAEL026089	""	""
AAEL018031	""	""
AAEL005923	""	""
AAEL002751	""	""
AAEL023843	""	""
AAEL022588	""	""
AAEL024842	""	""
AAEL008538	""	""
AAEL000923	""	""
AAEL012664	prolylcarboxypeptidase, putative [Source:VB Community Annotation]	""
AAEL003190	""	""
AAEL012175	ATP synthase alpha subunit mitochondrial [Source:VB Community Annotation]	""
AAEL001537	bax inhibitor [Source:VB Community Annotation]	""
AAEL028109	""	""
AAEL001295	""	""
AAEL008373	Dipeptidyl-peptidase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FJA4]	""
AAEL001593	glycerol-3-phosphate dehydrogenase [Source:VB Community Annotation]	""
AAEL012478	glucose transporter, putative [Source:VB Community Annotation]	""
AAEL002318	""	""
AAEL026183	""	""
AAEL005029	""	""
AAEL021448	""	""
AAEL017380	""	""
AAEL022499	""	""
AAEL007218	""	""
AAEL024229	""	""
AAEL007546	actin-related protein 2/3 complex subunit 1A [Source:VB Community Annotation]	""
AAEL004137	acyl-coa dehydrogenase [Source:VB Community Annotation]	""
AAEL015411	glutamine-dependent NAD(+) synthetase [Source:VB Community Annotation]	""
AAEL020922	""	""
AAEL003478	""	""
AAEL023607	""	""
AAEL023447	""	""
AAEL002626	odorant-binding protein 56e, putative [Source:VB Community Annotation]	""
AAEL026360	""	""
AAEL026614	""	""
AAEL026399	""	""
AAEL025544	""	""
AAEL021482	""	""
AAEL024803	""	""
AAEL000217	serine/threonine protein kinase [Source:VB Community Annotation]	""
AAEL008766	""	""
AAEL021617	""	""
AAEL017194	""	""
AAEL001330	zinc metalloproteinase [Source:VB Community Annotation]	""
AAEL024008	""	""
AAEL019459	""	""
AAEL006747	""	""
AAEL018164	""	""
AAEL020597	""	""
AAEL018054	""	""
AAEL021275	""	""
AAEL024516	""	""
AAEL027983	""	""
AAEL002281	""	""
AAEL012539	heparan sulphate n-deacetylase/n-sulfotransferase [Source:VB Community Annotation]	""
AAEL000370	acyl-CoA oxidase [Source:VB Community Annotation]	""
AAEL027926	""	""
AAEL000943	""	""
AAEL013639	""	""
AAEL021843	""	""
AAEL009918	""	""
AAEL011986	""	""
AAEL001402	leucine-rich immune protein (Short) [Source:VB Community Annotation]	LRIM10B
AAEL006820	lipid storage droplets surface binding protein 2 (lsd2) [Source:VB Community Annotation]	""
AAEL027638	""	""
