GeneID	TranscriptID	GeneDescription	GeneName
AFUN005027	AFUN005027-RA	oligosaccharyltransferase complex subunit delta (ribophorin II) [Source:Projected from Anopheles gambiae (AGAP007638) VB Community Annotation]	
AFUN005028	AFUN005028-RA	unspecified product	
AFUN005028	AFUN005028-RB	unspecified product	
AFUN005029	AFUN005029-RA	unspecified product	
AFUN005030	AFUN005030-RA	ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A182RFP8]	Pfk
AFUN005030	AFUN005030-RB	ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A182RFP8]	Pfk
AFUN005030	AFUN005030-RC	ATP-dependent 6-phosphofructokinase [Source:UniProtKB/TrEMBL;Acc:A0A182RFP8]	Pfk
AFUN005031	AFUN005031-RA	14-3-3 zeta [Source:UniProtKB/TrEMBL;Acc:W6FTC9]	
AFUN005031	AFUN005031-RB	14-3-3 zeta [Source:UniProtKB/TrEMBL;Acc:W6FTC9]	
AFUN005031	AFUN005031-RC	14-3-3 zeta [Source:UniProtKB/TrEMBL;Acc:W6FTC9]	
AFUN005031	AFUN005031-RD	14-3-3 zeta [Source:UniProtKB/TrEMBL;Acc:W6FTC9]	
AFUN005032	AFUN005032-RA	mRNA turnover protein [Source:Projected from Anopheles gambiae (AGAP007644) VB Community Annotation]	
AFUN005033	AFUN005033-RA	unspecified product	
AFUN005034	AFUN005034-RA	unspecified product	
AFUN005034	AFUN005034-RB	unspecified product	
AFUN005035	AFUN005035-RA	unspecified product	
AFUN005036	AFUN005036-RA	Protein prickle [Source:Projected from Anopheles gambiae (AGAP007648) VB Community Annotation]	
AFUN005036	AFUN005036-RB	Protein prickle [Source:Projected from Anopheles gambiae (AGAP007648) VB Community Annotation]	
AFUN005038	AFUN005038-RA	methyltransferase-like protein [Source:Projected from Anopheles gambiae (AGAP007652) VB Community Annotation]	
AFUN005039	AFUN005039-RA	mitochondrial folate transporter/carrier [Source:Projected from Anopheles gambiae (AGAP007653) VB Community Annotation]	
AFUN005040	AFUN005040-RA	Ras-related protein Rab-32 [Source:Projected from Anopheles gambiae (AGAP007654) VB Community Annotation]	
AFUN005040	AFUN005040-RB	Ras-related protein Rab-32 [Source:Projected from Anopheles gambiae (AGAP007654) VB Community Annotation]	
AFUN005040	AFUN005040-RC	Ras-related protein Rab-32 [Source:Projected from Anopheles gambiae (AGAP007654) VB Community Annotation]	
AFUN005040	AFUN005040-RD	Ras-related protein Rab-32 [Source:Projected from Anopheles gambiae (AGAP007654) VB Community Annotation]	
AFUN005041	AFUN005041-RA	protein brown [Source:Projected from Anopheles gambiae (AGAP007655) VB Community Annotation]	
AFUN005042	AFUN005042-RA	Myb_DNA-bind_5 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFR0]	
AFUN005043	AFUN005043-RA	syndecan [Source:Projected from Anopheles gambiae (AGAP007657) VB Community Annotation]	
AFUN005043	AFUN005043-RB	syndecan [Source:Projected from Anopheles gambiae (AGAP007657) VB Community Annotation]	
AFUN005044	AFUN005044-RA	Defective in cullin neddylation protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFR2]	
AFUN005047	AFUN005047-RA	ATP-dependent RNA helicase DDX5/DBP2 [Source:Projected from Anopheles gambiae (AGAP004912) VB Community Annotation]	
AFUN005048	AFUN005048-RA	arfaptin-2 [Source:Projected from Anopheles gambiae (AGAP004910) VB Community Annotation]	
AFUN005049	AFUN005049-RA	Protein arginine methyltransferase NDUFAF7 [Source:Projected from Anopheles gambiae (AGAP004909) UniProtKB/TrEMBL;Acc:Q7Q811]	
AFUN005050	AFUN005050-RA	nescient helix-loop-helix protein [Source:Projected from Anopheles gambiae (AGAP004907) VB Community Annotation]	
AFUN005051	AFUN005051-RA	Mitochondrial pyruvate carrier [Source:UniProtKB/TrEMBL;Acc:A0A182RFR9]	
AFUN005052	AFUN005052-RA	Cnd3 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFS0]	
AFUN005053	AFUN005053-RA	unspecified product	
AFUN005054	AFUN005054-RA	catalase	CAT1
AFUN005055	AFUN005055-RA	unspecified product	
AFUN005063	AFUN005063-RA	unspecified product	
AFUN005065	AFUN005065-RA	unspecified product	
AFUN005067	AFUN005067-RA	A-kinase anchor protein 1, mitochondrial [Source:Projected from Anopheles gambiae (AGAP002166) VB Community Annotation]	
AFUN005068	AFUN005068-RA	protein LSM12 homolog [Source:Projected from Anopheles gambiae (AGAP002167) VB Community Annotation]	
AFUN005069	AFUN005069-RA	DUF4773 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFT7]	
AFUN005071	AFUN005071-RA	nucleolar protein [Source:Projected from Anopheles gambiae (AGAP002171) VB Community Annotation]	
AFUN005076	AFUN005076-RA	unspecified product	
AFUN005078	AFUN005078-RA	exosome complex component RRP46 [Source:Projected from Anopheles gambiae (AGAP002177) VB Community Annotation]	
AFUN005081	AFUN005081-RA	CHK domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFU9]	
AFUN005082	AFUN005082-RA	ATP-binding cassette [Source:UniProtKB/TrEMBL;Acc:A0A182RFV0]	
AFUN005083	AFUN005083-RA	Signal recognition particle subunit SRP68 [Source:UniProtKB/TrEMBL;Acc:A0A182RFV1]	
AFUN005084	AFUN005084-RA	unspecified product	
AFUN005085	AFUN005085-RA	developmentally-regulated GTP-binding protein [Source:Projected from Anopheles gambiae (AGAP002185) VB Community Annotation]	
AFUN005090	AFUN005090-RA	unspecified product	
AFUN005092	AFUN005092-RA	unspecified product	
AFUN005093	AFUN005093-RA	unspecified product	
AFUN005094	AFUN005094-RA	isocitrate dehydrogenase (NAD+) [Source:Projected from Anopheles gambiae (AGAP002192) VB Community Annotation]	
AFUN005094	AFUN005094-RB	isocitrate dehydrogenase (NAD+) [Source:Projected from Anopheles gambiae (AGAP002192) VB Community Annotation]	
AFUN005096	AFUN005096-RA	nuclear RNA export factor 1/2 [Source:Projected from Anopheles gambiae (AGAP002193) VB Community Annotation]	
AFUN005098	AFUN005098-RA	unspecified product	
AFUN005099	AFUN005099-RA	unspecified product	
AFUN005100	AFUN005100-RA	1D-myo-inositol-triphosphate 3-kinase [Source:Projected from Anopheles gambiae (AGAP002194) VB Community Annotation]	
AFUN005101	AFUN005101-RA	cytochrome P450	CYP325F2
AFUN005102	AFUN005102-RA	Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A182RFX0]	CYP325G1
AFUN005103	AFUN005103-RA	Cytochrome P450 [Source:UniProtKB/TrEMBL;Acc:A0A182RFX1]	CYP325F1
AFUN005104	AFUN005104-RA	glycine N-methyltransferase [Source:Projected from Anopheles gambiae (AGAP002198) VB Community Annotation]	
AFUN005105	AFUN005105-RA	PID domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AY93]	
AFUN005105	AFUN005105-RB	PID domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AY93]	
AFUN005107	AFUN005107-RA	PID domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFX5]	
AFUN005111	AFUN005111-RA	unspecified product	
AFUN005112	AFUN005112-RA	ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFX7]	
AFUN005112	AFUN005112-RB	ANK_REP_REGION domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFX7]	
AFUN005113	AFUN005113-RA	dynein light chain roadblock-type [Source:Projected from Anopheles gambiae (AGAP003360) VB Community Annotation]	
AFUN005114	AFUN005114-RA	AP-1 complex subunit gamma [Source:UniProtKB/TrEMBL;Acc:A0A182RFX9]	
AFUN005116	AFUN005116-RA	KH domain-containing, RNA-binding, signal transduction-associated protein [Source:Projected from Anopheles gambiae (AGAP003356) VB Community Annotation]	
AFUN005118	AFUN005118-RA	unspecified product	
AFUN005120	AFUN005120-RA	unspecified product	
AFUN005121	AFUN005121-RA	unspecified product	
AFUN005122	AFUN005122-RA	WD repeat-containing protein [Source:Projected from Anopheles gambiae (AGAP001159) VB Community Annotation]	
AFUN005123	AFUN005123-RA	SprT-like domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RFY7]	
AFUN005124	AFUN005124-RA	unspecified product	
AFUN005125	AFUN005125-RA	unspecified product	
AFUN005126	AFUN005126-RA	unspecified product	
AFUN005127	AFUN005127-RA	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin [Source:Projected from Anopheles gambiae (AGAP001154) VB Community Annotation]	
AFUN005128	AFUN005128-RA	Polymerase delta-interacting protein [Source:Projected from Anopheles gambiae (AGAP001153) VB Community Annotation]	
AFUN005129	AFUN005129-RA	GPN-loop GTPase 3 [Source:UniProtKB/TrEMBL;Acc:A0A182RFZ3]	
AFUN005130	AFUN005130-RA	14-3-3 protein epsilon [Source:Projected from Anopheles gambiae (AGAP001151) VB Community Annotation]	
AFUN005134	AFUN005134-RA	pre-mRNA-splicing factor 38A [Source:Projected from Anopheles gambiae (AGAP001145) VB Community Annotation]	
AFUN005135	AFUN005135-RA	unspecified product	
AFUN005139	AFUN005139-RA	C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AVL0]	
AFUN005139	AFUN005139-RB	C2H2-type domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A4Y0AVL0]	
AFUN005140	AFUN005140-RA	39S ribosomal protein L41, mitochondrial	mRpL41
AFUN005141	AFUN005141-RA	unspecified product	
AFUN005142	AFUN005142-RA	unspecified product	
AFUN005142	AFUN005142-RB	unspecified product	
AFUN005143	AFUN005143-RA	39S ribosomal protein L19, mitochondrial	mRpL19
AFUN005144	AFUN005144-RA	F-type H+-transporting ATPase subunit b [Source:Projected from Anopheles gambiae (AGAP001138) VB Community Annotation]	
AFUN005145	AFUN005145-RA	gustatory receptor	Gr59
AFUN005146	AFUN005146-RA	tetratricopeptide repeat protein [Source:Projected from Anopheles gambiae (AGAP001136) VB Community Annotation]	
AFUN005147	AFUN005147-RA	DNA helicase [Source:UniProtKB/TrEMBL;Acc:A0A182RG11]	
AFUN005148	AFUN005148-RA	28S ribosomal protein S30, mitochondrial	mRpS30
AFUN005149	AFUN005149-RA	regulator of nonsense transcripts [Source:Projected from Anopheles gambiae (AGAP001133) VB Community Annotation]	
AFUN005150	AFUN005150-RA	unspecified product	
AFUN005151	AFUN005151-RA	poly(A) RNA polymerase GLD2 [Source:Projected from Anopheles gambiae (AGAP001130) VB Community Annotation]	
AFUN005152	AFUN005152-RA	P37NB protein [Source:Projected from Anopheles gambiae (AGAP001127) VB Community Annotation]	
AFUN005154	AFUN005154-RA	Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182RG18]	Gr58
AFUN005155	AFUN005155-RA	Aminomethyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182RG19]	
AFUN005157	AFUN005157-RA	gustatory receptor	Gr41
AFUN005158	AFUN005158-RA	Gustatory receptor [Source:UniProtKB/TrEMBL;Acc:A0A182RG21]	
AFUN005159	AFUN005159-RA	gustatory receptor	Gr39
AFUN005160	AFUN005160-RA	N-acetyltransferase [Source:Projected from Anopheles gambiae (AGAP008428) UniProtKB/TrEMBL;Acc:A0A1S4GY90]	
AFUN005161	AFUN005161-RA	U3 small nucleolar RNA-associated protein 6 homolog	UTP6
AFUN005162	AFUN005162-RA	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein [Source:Projected from Anopheles gambiae (AGAP008426) VB Community Annotation]	
AFUN005164	AFUN005164-RA	WW domain-containing oxidoreductase [Source:Projected from Anopheles gambiae (AGAP008423) VB Community Annotation]	
AFUN005165	AFUN005165-RA	unspecified product	
AFUN005166	AFUN005166-RA	unspecified product	
AFUN005168	AFUN005168-RA	inhibitor of apoptosis [Source:Projected from Anopheles gambiae (AGAP008420) VB Community Annotation]	
AFUN005169	AFUN005169-RA	Ras-related protein Rab-14 [Source:Projected from Anopheles gambiae (AGAP008419) VB Community Annotation]	
AFUN005170	AFUN005170-RA	Rab-GAP TBC domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RG33]	
AFUN005171	AFUN005171-RA	cyclin H [Source:Projected from Anopheles gambiae (AGAP008417) VB Community Annotation]	
AFUN005173	AFUN005173-RA	cyclic AMP-dependent transcription factor ATF-2 [Source:Projected from Anopheles gambiae (AGAP008416) VB Community Annotation]	
AFUN005174	AFUN005174-RA	jumonji domain-containing protein [Source:Projected from Anopheles gambiae (AGAP008415) VB Community Annotation]	
AFUN005175	AFUN005175-RA	alpha-methylacyl-CoA racemase [Source:Projected from Anopheles gambiae (AGAP008414) VB Community Annotation]	
AFUN005176	AFUN005176-RA	DUF3338 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RG39]	
AFUN005177	AFUN005177-RA	ubiquitin thioesterase CYLD [Source:Projected from Anopheles gambiae (AGAP008412) VB Community Annotation]	
AFUN005181	AFUN005181-RA	RanBP-type and C3HC4-type zinc finger-containing protein [Source:Projected from Anopheles gambiae (AGAP009239) UniProtKB/TrEMBL;Acc:A0A1S4H1B2]	
AFUN005181	AFUN005181-RB	RanBP-type and C3HC4-type zinc finger-containing protein [Source:Projected from Anopheles gambiae (AGAP009239) UniProtKB/TrEMBL;Acc:A0A1S4H1B2]	
AFUN005182	AFUN005182-RA	Apoptotic chromatin condensation inducer in the nucleus [Source:Projected from Anopheles gambiae (AGAP009237) UniProtKB/TrEMBL;Acc:A0A1S4H0J7]	
AFUN005183	AFUN005183-RA	engulfment and cell motility protein [Source:Projected from Anopheles gambiae (AGAP009236) VB Community Annotation]	
AFUN005184	AFUN005184-RA	unspecified product	
AFUN005184	AFUN005184-RB	unspecified product	
AFUN005188	AFUN005188-RA	dynein light intermediate chain 1, cytosolic [Source:Projected from Anopheles gambiae (AGAP002589) VB Community Annotation]	
AFUN005189	AFUN005189-RA	unspecified product	
AFUN005190	AFUN005190-RA	CSRNP_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RG53]	
AFUN005190	AFUN005190-RB	CSRNP_N domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RG53]	
AFUN005191	AFUN005191-RA	Dimeric dihydrodiol dehydrogenase [Source:Projected from Anopheles gambiae (AGAP009225) VB Community Annotation]	
AFUN005192	AFUN005192-RA	unspecified product	
AFUN005192	AFUN005192-RB	unspecified product	
AFUN005193	AFUN005193-RA	DNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A182RG56]	
AFUN005193	AFUN005193-RB	DNA ligase [Source:UniProtKB/TrEMBL;Acc:A0A182RG56]	
AFUN005194	AFUN005194-RA	Serine protease inhibitor (serpin) 5 [Source:UniProtKB/TrEMBL;Acc:A0A182RG57]	SRPN5
AFUN005196	AFUN005196-RA	serine protease inhibitor (serpin) 16	SRPN16
AFUN005197	AFUN005197-RA	Serine protease inhibitor (serpin) 6 [Source:UniProtKB/TrEMBL;Acc:A0A182RG60]	SRPN6
AFUN005198	AFUN005198-RA	Peptidase S1 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RG61]	
AFUN005201	AFUN005201-RA	DNA-directed RNA polymerase II subunit RPB11 [Source:Projected from Anopheles gambiae (AGAP009209) UniProtKB/Swiss-Prot;Acc:Q7PVQ9]	
AFUN005202	AFUN005202-RA	Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182RG65]	
AFUN005204	AFUN005204-RA	cellular retinaldehyde-binding protein [Source:Projected from Anopheles gambiae (AGAP009379) VB Community Annotation]	
AFUN005205	AFUN005205-RA	cellular retinaldehyde-binding protein [Source:Projected from Anopheles gambiae (AGAP009380) VB Community Annotation]	
AFUN005208	AFUN005208-RA	unspecified product	
AFUN005209	AFUN005209-RA	unspecified product	
AFUN005209	AFUN005209-RB	unspecified product	
AFUN005214	AFUN005214-RA	unspecified product	
AFUN005215	AFUN005215-RA	odorant-binding protein [Source:Projected from Anopheles gambiae (AGAP009402) VB Community Annotation]	
AFUN005216	AFUN005216-RA	unspecified product	
AFUN005217	AFUN005217-RA	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase [Source:Projected from Anopheles gambiae (AGAP009404) VB Community Annotation]	
AFUN005218	AFUN005218-RA	cuticular protein [Source:Projected from Anopheles gambiae (AGAP009405) VB Community Annotation]	
AFUN005219	AFUN005219-RA	unspecified product	
AFUN005220	AFUN005220-RA	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Source:Projected from Anopheles gambiae (AGAP009407) VB Community Annotation]	
AFUN005222	AFUN005222-RA	Odorant receptor [Source:UniProtKB/TrEMBL;Acc:A0A182RG81]	Or50
AFUN005223	AFUN005223-RA	1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Source:Projected from Anopheles gambiae (AGAP009414) VB Community Annotation]	
AFUN005224	AFUN005224-RA	lysophosphatidate acyltransferase [Source:Projected from Anopheles gambiae (AGAP009415) VB Community Annotation]	
AFUN005225	AFUN005225-RA	unspecified product	
AFUN005229	AFUN005229-RA	unspecified product	
AFUN005231	AFUN005231-RA	unspecified product	
AFUN005232	AFUN005232-RA	Ephrin RBD domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RG91]	
AFUN005235	AFUN005235-RA	unspecified product	
AFUN005237	AFUN005237-RA	Kynurenine formamidase [Source:UniProtKB/TrEMBL;Acc:A0A182RG95]	
AFUN005238	AFUN005238-RA	Valacyclovir hydrolase [Source:Projected from Anopheles gambiae (AGAP009434) VB Community Annotation]	
AFUN005240	AFUN005240-RA	pre-rRNA-processing protein TSR1 [Source:Projected from Anopheles gambiae (AGAP009438) VB Community Annotation]	
AFUN005241	AFUN005241-RA	membrane protein GNA1220 [Source:Projected from Anopheles gambiae (AGAP009439) VB Community Annotation]	
AFUN005242	AFUN005242-RA	elongation factor [Source:Projected from Anopheles gambiae (AGAP009441) VB Community Annotation]	
AFUN005242	AFUN005242-RB	elongation factor [Source:Projected from Anopheles gambiae (AGAP009441) VB Community Annotation]	
AFUN005243	AFUN005243-RA	Cyclin-dependent kinases regulatory subunit [Source:UniProtKB/TrEMBL;Acc:A0A182RGA0]	
AFUN005244	AFUN005244-RA	Amino acid transporter [Source:UniProtKB/TrEMBL;Acc:A0A182RGA1]	
AFUN005246	AFUN005246-RA	unspecified product	
AFUN005247	AFUN005247-RA	Sodium/hydrogen exchanger [Source:UniProtKB/TrEMBL;Acc:A0A182RGA3]	
AFUN005248	AFUN005248-RA	S-adenosylmethionine synthase [Source:UniProtKB/TrEMBL;Acc:A0A182RGA4]	
AFUN005249	AFUN005249-RA	unspecified product	
AFUN005250	AFUN005250-RA	Rhomboid-like protein [Source:Projected from Anopheles gambiae (AGAP009451) UniProtKB/TrEMBL;Acc:A0A1S4H171]	
AFUN005255	AFUN005255-RA	unspecified product	
AFUN005256	AFUN005256-RA	cyclin-dependent kinase [Source:Projected from Anopheles gambiae (AGAP009459) VB Community Annotation]	
AFUN005257	AFUN005257-RA	Mitogen-activated protein kinase [Source:UniProtKB/TrEMBL;Acc:A0A182RGB3]	
AFUN005258	AFUN005258-RA	Mitogen-activated protein kinase [Source:Projected from Anopheles gambiae (AGAP029555) UniProtKB/TrEMBL;Acc:A0A453Z036]	
AFUN005258	AFUN005258-RB	Mitogen-activated protein kinase [Source:Projected from Anopheles gambiae (AGAP029555) UniProtKB/TrEMBL;Acc:A0A453Z036]	
AFUN005259	AFUN005259-RA	ATP-binding cassette [Source:UniProtKB/TrEMBL;Acc:A0A182RGB5]	
AFUN005260	AFUN005260-RA	ATP-binding cassette transporter (ABC transporter) family G member [Source:Projected from Anopheles gambiae (AGAP009464) VB Community Annotation]	
AFUN005266	AFUN005266-RA	unspecified product	
AFUN005267	AFUN005267-RA	Chitin-binding type-2 domain-containing protein [Source:UniProtKB/TrEMBL;Acc:A0A182RGC1]	
AFUN005274	AFUN005274-RA	tRNA-splicing endonuclease subunit Sen2 [Source:Projected from Anopheles gambiae (AGAP009485) VB Community Annotation]	
AFUN005275	AFUN005275-RA	V-type H+-transporting ATPase 54 kD subunit [Source:Projected from Anopheles gambiae (AGAP009486) VB Community Annotation]	
AFUN005275	AFUN005275-RB	V-type H+-transporting ATPase 54 kD subunit [Source:Projected from Anopheles gambiae (AGAP009486) VB Community Annotation]	
