Gene_stable_ID	Gene_name	Gene_description
AGAP006353	""	Histidine triad nucleotide binding protein 1 [Source:VB Community Annotation]
AGAP006354	""	Rab-like protein 3 [Source:VB Community Annotation]
AGAP006355	""	transcription initiation factor TFIIE subunit alpha [Source:VB Community Annotation]
AGAP006356	""	proline-rich protein PRCC [Source:VB Community Annotation]
AGAP006357	""	WD repeat-containing protein 42A [Source:VB Community Annotation]
AGAP006358	""	""
AGAP006359	""	WD repeat-containing protein 92 [Source:VB Community Annotation]
AGAP006360	""	glutamate synthase (NADPH/NADH) [Source:VB Community Annotation]
AGAP006361	""	myosin light chain 5 [Source:VB Community Annotation]
AGAP006362	""	""
AGAP006363	""	vitamin K-dependent gamma-carboxylase [Source:VB Community Annotation]
AGAP006364	ABCB4	ATP-binding cassette transporter (ABC transporter) family B member 4 [Source:VB Community Annotation]
AGAP006364	ABCB4	ATP-binding cassette transporter (ABC transporter) family B member 4 [Source:VB Community Annotation]
AGAP006364	ABCB4	ATP-binding cassette transporter (ABC transporter) family B member 4 [Source:VB Community Annotation]
AGAP006365	""	RNA-binding protein 8A [Source:UniProtKB/TrEMBL;Acc:Q7Q5L6]
AGAP006366	""	2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]
AGAP006366	""	2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]
AGAP006366	""	2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]
AGAP006366	""	2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]
AGAP006366	""	2-oxoglutarate dehydrogenase E1 component [Source:VB Community Annotation]
AGAP006367	""	""
AGAP006368	Obp69	odorant-bnding protein 69 [Source:VB Community Annotation]
AGAP006369	CPR144	cuticular protein RR-2 family 144 [Source:VB Community Annotation]
AGAP006370	""	""
AGAP006371	""	amyrel [Source:VB Community Annotation]
AGAP006372	""	U3 small nucleolar ribonucleoprotein protein IMP3 [Source:VB Community Annotation]
AGAP006373	""	""
AGAP006374	""	""
AGAP006375	""	""
AGAP006376	PDP1	PAR-domain protein 1 [Source:VB Community Annotation]
AGAP006376	PDP1	PAR-domain protein 1 [Source:VB Community Annotation]
AGAP006377	""	""
AGAP006377	""	""
AGAP006378	""	""
AGAP006379	ABCA1	ATP-binding cassette transporter (ABC transporter) family A member 1 [Source:VB Community Annotation]
AGAP006380	ABCA2	ATP-binding cassette transporter (ABC transporter) family A member 2 [Source:VB Community Annotation]
AGAP006381	""	""
AGAP006382	""	Rho guanine exchange factor [Source:VB Community Annotation]
AGAP006383	""	oligosaccharyltransferase complex subunit beta [Source:VB Community Annotation]
AGAP006384	""	GA-binding protein transcription factor, beta [Source:VB Community Annotation]
AGAP006385	""	""
AGAP006386	""	transcription factor AP-1 [Source:VB Community Annotation]
AGAP006386	""	transcription factor AP-1 [Source:VB Community Annotation]
AGAP006387	""	DNA primase large subunit [Source:UniProtKB/TrEMBL;Acc:Q7Q5K2]
AGAP006388	""	structural maintenance of chromosome 3 (chondroitin sulfate proteoglycan 6) [Source:VB Community Annotation]
AGAP006389	""	ribonuclease kappa [Source:VB Community Annotation]
AGAP006390	""	""
AGAP006391	""	UBX domain protein 6 [Source:VB Community Annotation]
AGAP006392	""	high mobility group protein 2-like 1 [Source:VB Community Annotation]
AGAP006393	""	""
AGAP006394	""	ADP-dependent glucokinase [Source:VB Community Annotation]
AGAP006395	""	phospholipase b, plb1 [Source:VB Community Annotation]
AGAP006396	""	phospholipase B, plb1 [Source:VB Community Annotation]
AGAP006398	""	""
AGAP006399	Gr14	gustatory receptor 14 [Source:VB Community Annotation]
AGAP006400	""	alkaline phosphatase 2 [Source:VB Community Annotation]
AGAP006402	""	""
AGAP006403	""	polycomb group RING finger protein 4 [Source:VB Community Annotation]
AGAP006404	""	""
AGAP006405	""	""
AGAP006406	""	""
AGAP006407	IR142	ionotropic receptor IR142 [Source:VB Community Annotation]
AGAP006408	""	""
AGAP006409	""	""
AGAP006410	""	""
AGAP006410	""	""
AGAP006411	""	serine/threonine-protein kinase SIK [Source:VB Community Annotation]
AGAP006411	""	serine/threonine-protein kinase SIK [Source:VB Community Annotation]
AGAP006412	""	""
AGAP006412	""	""
AGAP006413	""	solute carrier family 37 (glycerol-3-phosphate transporter), member 1 [Source:VB Community Annotation]
AGAP006414	Cht8	chitinase [Source:VB Community Annotation]
AGAP006415	""	""
AGAP006416	SP24D	serine protease (non-digestive) [Source:VB Community Annotation]
AGAP006417	""	venom allergen [Source:VB Community Annotation]
AGAP006418	""	venom allergen [Source:VB Community Annotation]
AGAP006419	A5R2	antigen 5 related protein 2 [Source:VB Community Annotation]
AGAP006420	""	venom allergen [Source:VB Community Annotation]
AGAP006421	A5R1	antigen 5 related protein 1 [Source:VB Community Annotation]
AGAP006422	""	cyanogenic beta-glucosidase [Source:VB Community Annotation]
AGAP006423	""	cyanogenic beta-glucosidase [Source:VB Community Annotation]
AGAP006424	""	cyanogenic beta-glucosidase [Source:VB Community Annotation]
AGAP006425	""	cyanogenic beta-glucosidase [Source:VB Community Annotation]
AGAP006426	""	cyanogenic beta-glucosidase [Source:VB Community Annotation]
AGAP006427	ABCC7	ATP-binding cassette transporter (ABC transporter) family C member 7 [Source:VB Community Annotation]
AGAP006427	ABCC7	ATP-binding cassette transporter (ABC transporter) family C member 7 [Source:VB Community Annotation]
AGAP006428	""	""
AGAP006430	CTLGA2	C-type lectin (CTL) - galactose binding [Source:VB Community Annotation]
AGAP006431	""	F-box and leucine-rich repeat protein 6 [Source:VB Community Annotation]
AGAP006432	""	""
AGAP006433	""	""
AGAP006434	""	""
AGAP006435	""	""
AGAP006436	Med13	mediator of RNA polymerase II transcription subunit 13 [Source:VB Community Annotation]
AGAP006436	Med13	mediator of RNA polymerase II transcription subunit 13 [Source:VB Community Annotation]
AGAP006437	""	""
AGAP006438	""	ribosomal biogenesis protein LAS1 [Source:VB Community Annotation]
AGAP006439	""	fringe [Source:VB Community Annotation]
AGAP006440	IR136	ionotropic receptor IR136 [Source:VB Community Annotation]
AGAP006441	""	GTP cyclohydrolase I [Source:VB Community Annotation]
AGAP006441	""	GTP cyclohydrolase I [Source:VB Community Annotation]
AGAP006442	""	""
AGAP006443	""	venom allergen [Source:VB Community Annotation]
AGAP006444	""	low density lipoprotein receptor-related protein-like protein [Source:VB Community Annotation]
AGAP006445	""	COP9 signalosome complex subunit 3 [Source:VB Community Annotation]
AGAP006446	""	""
AGAP006447	""	""
AGAP006448	""	cAMP-dependent protein kinase regulator [Source:VB Community Annotation]
AGAP006448	""	cAMP-dependent protein kinase regulator [Source:VB Community Annotation]
AGAP006448	""	cAMP-dependent protein kinase regulator [Source:VB Community Annotation]
AGAP006448	""	cAMP-dependent protein kinase regulator [Source:VB Community Annotation]
AGAP006449	""	""
AGAP006450	Gr34	gustatory receptor 34 [Source:VB Community Annotation]
AGAP006451	""	""
AGAP006452	""	""
AGAP006452	""	""
AGAP006453	""	""
AGAP006454	""	""
AGAP006455	""	""
AGAP006456	""	NADH dehydrogenase (ubiquinone) Fe-S protein 3 [Source:VB Community Annotation]
AGAP006457	""	""
AGAP006458	""	""
AGAP006459	SUI1	protein translation factor SUI1 [Source:VB Community Annotation]
AGAP006460	""	""
AGAP006461	""	mitogen-activated protein kinase kinase kinase 13 [Source:VB Community Annotation]
AGAP006462	""	ADP-ribosylation factor GTPase-activating protein 1 [Source:VB Community Annotation]
AGAP006462	""	ADP-ribosylation factor GTPase-activating protein 1 [Source:VB Community Annotation]
AGAP006463	""	""
AGAP006464	""	""
AGAP006465	""	""
AGAP006466	""	""
AGAP006467	""	""
AGAP006468	""	""
AGAP006469	""	cell growth-regulating nucleolar protein [Source:VB Community Annotation]
AGAP006470	""	Augmenter of liver regeneration [Source:VB Community Annotation]
AGAP006471	""	cytochrome c oxidase subunit 6b [Source:VB Community Annotation]
AGAP006472	""	centromeric protein E [Source:VB Community Annotation]
AGAP006473	""	FAS-associated factor 1 [Source:VB Community Annotation]
AGAP006474	""	Rho-related BTB domain-containing protein 1/2 [Source:VB Community Annotation]
AGAP006475	""	inositol 1,4,5-triphosphate receptor type 1 [Source:VB Community Annotation]
AGAP006477	""	retinoblastoma-like protein 1 [Source:VB Community Annotation]
AGAP006478	""	Synaptic vesicle membrane protein VAT-1 homolog-like [Source:VB Community Annotation]
AGAP006479	""	myosin V [Source:VB Community Annotation]
AGAP006480	""	""
AGAP006480	""	""
AGAP006481	""	""
AGAP006482	""	""
AGAP006483	SPZ2	spaetzle-like cytokine 2 [Source:VB Community Annotation]
AGAP006484	""	""
AGAP006485	""	trypsin-alpha [Source:VB Community Annotation]
AGAP006486	""	Prss3 [Source:VB Community Annotation]
AGAP006487	""	trypsin-alpha [Source:VB Community Annotation]
AGAP006488	""	""
AGAP006489	""	""
AGAP006490	""	receptor protein-tyrosine kinase [Source:VB Community Annotation]
AGAP006493	""	""
AGAP006494	""	""
AGAP006495	""	""
AGAP006496	""	Catrin [Source:VB Community Annotation]
AGAP006497	CPR134	cuticular protein RR-2 family 134 [Source:VB Community Annotation]
AGAP006498	""	""
AGAP006499	""	""
AGAP006500	""	""
AGAP006501	""	""
AGAP006502	""	""
AGAP006503	""	""
AGAP006504	SG2b	salivary gland protein 2-like [Source:VB Community Annotation]
AGAP006505	""	""
AGAP006506	SG2	salivary gland protein 2 [Source:VB Community Annotation]
AGAP006507	SG3	salivary gland protein 3 [Source:VB Community Annotation]
AGAP006508	""	small calcium-binding mitochondrial carrier protein 3 [Source:VB Community Annotation]
AGAP006508	""	small calcium-binding mitochondrial carrier protein 3 [Source:VB Community Annotation]
AGAP006509	Papst2	Adenosine 3'-phospho 5'-phosphosulfate transporter 2 [Source:UniProtKB/Swiss-Prot;Acc:Q7Q5D4]
AGAP006510	""	tyrosine-protein kinase Src [Source:VB Community Annotation]
AGAP006511	""	histone deacetylase 1/2 [Source:VB Community Annotation]
AGAP006512	""	""
AGAP006513	""	""
AGAP006514	""	""
AGAP006515	""	Multiplexin transcript 1 [Source:VB Community Annotation]
AGAP006516	""	""
AGAP006517	""	Gryzun [Source:VB Community Annotation]
AGAP006518	""	charged multivesicular body protein 1 [Source:VB Community Annotation]
AGAP006520	""	Fatty acid elongase 2 [Source:VB Community Annotation]
AGAP006521	""	adenylate cyclase-stimulating G alpha protein [Source:VB Community Annotation]
AGAP006522	""	Copz1 protein [Source:VB Community Annotation]
AGAP006523	""	""
AGAP006524	""	""
AGAP006525	""	""
AGAP006526	""	""
AGAP006527	""	""
AGAP006528	""	""
AGAP006529	""	All-trans and 9-cis [Source:VB Community Annotation]
AGAP006530	""	All-trans/9-cis [Source:VB Community Annotation]
AGAP006531	""	deoxyhypusine synthase [Source:VB Community Annotation]
AGAP006532	""	UDPglucose 6-dehydrogenase [Source:VB Community Annotation]
AGAP006533	""	surfeit locus 1 family protein [Source:VB Community Annotation]
AGAP006534	""	""
AGAP006534	""	""
AGAP006535	Oseg1	outer segment 1 [Source:VB Community Annotation]
AGAP006536	""	Arrowhead [Source:VB Community Annotation]
AGAP006537	""	Arrowhead [Source:VB Community Annotation]
AGAP006539	""	eupolytin [Source:VB Community Annotation]
AGAP006540	""	LIM homeobox protein [Source:VB Community Annotation]
AGAP006541	""	Transcriptional regulators containing a dna-binding hth domain and an aminotransferase domain transcription regulator protein [Source:VB Community Annotation]
AGAP006541	""	Transcriptional regulators containing a dna-binding hth domain and an aminotransferase domain transcription regulator protein [Source:VB Community Annotation]
AGAP006542	""	cactin [Source:VB Community Annotation]
AGAP006543	""	""
AGAP006544	""	""
AGAP006545	""	""
AGAP006546	""	""
AGAP006547	""	""
AGAP006548	""	glycine cleavage system H protein [Source:VB Community Annotation]
AGAP006549	""	""
AGAP006550	""	""
AGAP006551	""	""
AGAP006552	""	""
AGAP006553	""	""
AGAP006554	""	""
AGAP006555	""	""
AGAP006556	""	""
AGAP006557	""	""
AGAP006558	""	""
AGAP006559	""	""
AGAP006561	""	""
AGAP006562	""	""
AGAP006563	""	""
AGAP006564	""	""
AGAP006565	""	""
AGAP006566	""	""
AGAP006567	""	""
AGAP006568	""	""
AGAP006569	""	acetyl-CoA synthetase [Source:VB Community Annotation]
AGAP006570	""	myo-inositol-1(or 4)-monophosphatase [Source:VB Community Annotation]
AGAP006571	""	nuclear receptor subfamily 1 group D member 3 [Source:VB Community Annotation]
AGAP006572	""	ubiquinone biosynthesis protein COQ7 homolog [Source:VB Community Annotation]
AGAP006573	""	integrin-linked kinase [Source:VB Community Annotation]
AGAP006574	""	""
AGAP006574	""	""
AGAP006575	""	multifunctional methyltransferase subunit TRM112 [Source:VB Community Annotation]
AGAP006576	""	malate/L-lactate dehydrogenase [Source:VB Community Annotation]
AGAP006576	""	malate/L-lactate dehydrogenase [Source:VB Community Annotation]
AGAP006576	""	malate/L-lactate dehydrogenase [Source:VB Community Annotation]
AGAP006577	""	""
AGAP006578	""	""
AGAP006579	""	""
AGAP006579	""	""
AGAP006580	""	parkin [Source:VB Community Annotation]
AGAP006581	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006582	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006582	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006582	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006582	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006583	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006584	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006585	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006586	""	""
AGAP006587	""	Cysteine-rich venom protein [Source:VB Community Annotation]
AGAP006588	""	""
AGAP006589	""	""
AGAP006590	""	T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]
AGAP006590	""	T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]
AGAP006590	""	T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]
AGAP006590	""	T-lymphoma invasion and metastasis-inducing protein 1 [Source:VB Community Annotation]
AGAP006591	""	""
AGAP006592	""	""
AGAP006593	""	dual specificity phosphatase [Source:VB Community Annotation]
AGAP006594	""	solute carrier family 17, member 5 [Source:VB Community Annotation]
AGAP006594	""	solute carrier family 17, member 5 [Source:VB Community Annotation]
AGAP006595	""	solute carrier family 17 member 5 [Source:VB Community Annotation]
AGAP006596	""	""
AGAP006597	CPR72	cuticular protein RR-2 family 72 [Source:VB Community Annotation]
AGAP006598	""	""
AGAP006599	""	ATP-dependent RNA helicase A [Source:VB Community Annotation]
AGAP006600	""	""
AGAP006601	""	""
AGAP006601	""	""
AGAP006602	""	""
AGAP006603	""	""
AGAP006604	""	U6 snRNA-associated Sm-like protein LSm5 [Source:VB Community Annotation]
AGAP006605	""	""
AGAP006606	""	""
AGAP006607	eIF3i	Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/Swiss-Prot;Acc:Q7PP77]
AGAP006607	eIF3i	Eukaryotic translation initiation factor 3 subunit I [Source:UniProtKB/Swiss-Prot;Acc:Q7PP77]
AGAP006608	""	""
AGAP006608	""	""
AGAP006609	""	""
AGAP006610	""	glutaminyl-peptide cyclotransferase precursor [Source:VB Community Annotation]
AGAP006611	""	TRAF-interacting protein [Source:VB Community Annotation]
AGAP006612	RpL29	60S ribosomal protein L29 [Source:VB Community Annotation]
AGAP006613	eIF3j	Eukaryotic translation initiation factor 3 subunit J [Source:UniProtKB/Swiss-Prot;Acc:Q7Q566]
AGAP006613	eIF3j	Eukaryotic translation initiation factor 3 subunit J [Source:UniProtKB/Swiss-Prot;Acc:Q7Q566]
AGAP006614	""	transcription factor BTF3 homolog 4 [Source:VB Community Annotation]
AGAP006615	""	FK506-binding protein 8 [Source:VB Community Annotation]
AGAP006616	""	Presequence protease, mitochondrial [Source:VB Community Annotation]
AGAP006617	""	Armadillo repeat-containing protein 6 [Source:VB Community Annotation]
AGAP006618	""	tRNA-splicing endonuclease subunit Sen54 [Source:VB Community Annotation]
AGAP006619	""	""
AGAP006620	""	""
AGAP006621	""	""
AGAP006622	""	""
AGAP006623	""	Vps53 protein [Source:VB Community Annotation]
AGAP006624	""	valyl-tRNA synthetase [Source:VB Community Annotation]
AGAP006625	""	Coatomer subunit epsilon [Source:UniProtKB/TrEMBL;Acc:Q7Q558]
AGAP006626	""	Armadillo repeat-containing protein 8 [Source:VB Community Annotation]
AGAP006627	""	Islet cell autoantigen 1 [Source:VB Community Annotation]
AGAP006629	""	regulator of G-protein signaling [Source:VB Community Annotation]
AGAP006630	""	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 1 [Source:VB Community Annotation]
AGAP006631	SCRASP2	Class A Scavenger Receptor (SRCR domain) with Serine Protease domain. [Source:VB Community Annotation]
AGAP006632	""	mitotic spindle assembly checkpoint protein MAD1 [Source:VB Community Annotation]
AGAP006633	""	Syntrophin, gamma 2 [Source:VB Community Annotation]
AGAP006633	""	Syntrophin, gamma 2 [Source:VB Community Annotation]
AGAP006634	""	Semaphorin-2A [Source:VB Community Annotation]
AGAP006635	""	""
AGAP006636	""	Semaphorin-2A [Source:VB Community Annotation]
AGAP006637	""	Oatp58Dc [Source:VB Community Annotation]
AGAP006637	""	Oatp58Dc [Source:VB Community Annotation]
AGAP006638	""	Oatp58Dc [Source:VB Community Annotation]
AGAP006641	""	""
AGAP006642	""	""
AGAP006643	""	""
AGAP006644	""	""
AGAP006645	""	""
AGAP006645	""	""
AGAP006645	""	""
AGAP006645	""	""
AGAP006646	""	hydroxyacid-oxoacid transhydrogenase, mitochondrial [Source:VB Community Annotation]
