GeneID	GeneDescription	GeneName	TranscriptID
AAEL005269	ubiquinol-cytochrome c reductase complex core protein [Source:VB Community Annotation]		AAEL005269-RD
AAEL005269	ubiquinol-cytochrome c reductase complex core protein [Source:VB Community Annotation]		AAEL005269-RE
AAEL026565			AAEL026565-RA
AAEL026565			AAEL026565-RB
AAEL025991			AAEL025991-RA
AAEL002243			AAEL002243-RA
AAEL014171			AAEL014171-RA
AAEL021093			AAEL021093-RA
AAEL019984			AAEL019984-RA
AAEL020393			AAEL020393-RA
AAEL021700			AAEL021700-RA
AAEL013737	axonemal inner arm dynein light chain [Source:VB Community Annotation]		AAEL013737-RA
AAEL023608			AAEL023608-RA
AAEL017101	Ribonuclease H1 [Source:UniProtKB/TrEMBL;Acc:J9HZ50]		AAEL017101-RA
AAEL022967			AAEL022967-RA
AAEL011551			AAEL011551-RA
AAEL027016			AAEL027016-RA
AAEL020581			AAEL020581-RA
AAEL012500	Ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWP1]		AAEL012500-RA
AAEL022076			AAEL022076-RA
AAEL022076			AAEL022076-RB
AAEL022076			AAEL022076-RC
AAEL022076			AAEL022076-RD
AAEL022076			AAEL022076-RE
AAEL022076			AAEL022076-RF
AAEL022076			AAEL022076-RG
AAEL022076			AAEL022076-RH
AAEL000305			AAEL000305-RA
AAEL008501			AAEL008501-RB
AAEL027792	defensin anti-microbial peptide [Source:VB Community Annotation]	DEFA	AAEL027792-RA
AAEL006945	golgi SNAP receptor complex member, putative [Source:VB Community Annotation]		AAEL006945-RC
AAEL006945	golgi SNAP receptor complex member, putative [Source:VB Community Annotation]		AAEL006945-RD
AAEL002880			AAEL002880-RA
AAEL000087	macroglobulin/complement [Source:VB Community Annotation]		AAEL000087-RB
AAEL009649	brg-1 associated factor [Source:VB Community Annotation]		AAEL009649-RA
AAEL024618			AAEL024618-RA
AAEL024618			AAEL024618-RB
AAEL024618			AAEL024618-RC
AAEL024618			AAEL024618-RD
AAEL009084	slender lobes, putative [Source:VB Community Annotation]		AAEL009084-RA
AAEL007687	transmembrane 9 superfamily protein member 4 [Source:VB Community Annotation]		AAEL007687-RA
AAEL006051	beta-sarcoglycan [Source:VB Community Annotation]		AAEL006051-RA
AAEL006236	dtdp-glucose 4-6-dehydratase [Source:VB Community Annotation]		AAEL006236-RA
AAEL022691			AAEL022691-RA
AAEL025901			AAEL025901-RA
AAEL004487	valacyclovir hydrolase [Source:VB Community Annotation]		AAEL004487-RA
AAEL010998			AAEL010998-RA
AAEL000878	cuticle protein, putative [Source:VB Community Annotation]		AAEL000878-RA
AAEL008279			AAEL008279-RB
AAEL008279			AAEL008279-RC
AAEL022449			AAEL022449-RA
AAEL025509			AAEL025509-RA
AAEL025796			AAEL025796-RA
AAEL009886	sodium-coupled cation-chloride cotransporter [Source:VB Community Annotation]	CCC3	AAEL009886-RB
AAEL009886	sodium-coupled cation-chloride cotransporter [Source:VB Community Annotation]	CCC3	AAEL009886-RA
AAEL023774			AAEL023774-RA
AAEL019995	Putative translocase of outer membrane 34 [Source:UniProtKB/TrEMBL;Acc:A0A0N8ERY3]		AAEL019995-RA
AAEL019995	Putative translocase of outer membrane 34 [Source:UniProtKB/TrEMBL;Acc:A0A0N8ERY3]		AAEL019995-RB
AAEL021320			AAEL021320-RA
AAEL021867			AAEL021867-RA
AAEL020549			AAEL020549-RA
AAEL024446			AAEL024446-RA
AAEL025847			AAEL025847-RA
AAEL009092	longevity assurance factor 1 (lag1) [Source:VB Community Annotation]		AAEL009092-RA
AAEL006271	copper-zinc (Cu-Zn) superoxide dismutase [Source:VB Community Annotation]	CUSOD2	AAEL006271-RD
AAEL025383			AAEL025383-RA
AAEL025383			AAEL025383-RB
AAEL001326			AAEL001326-RA
AAEL023449			AAEL023449-RA
AAEL000812			AAEL000812-RA
AAEL025999	40S ribosomal protein S17 [Source:UniProtKB/TrEMBL;Acc:Q52UT2]		AAEL025999-RA
AAEL010012	GTP-binding protein sar1 [Source:VB Community Annotation]	sar1	AAEL010012-RA
AAEL008410	helix-loop-helix transcription factor [Source:VB Community Annotation]		AAEL008410-RB
AAEL008410	helix-loop-helix transcription factor [Source:VB Community Annotation]		AAEL008410-RC
AAEL008410	helix-loop-helix transcription factor [Source:VB Community Annotation]		AAEL008410-RD
AAEL005946	NADH-ubiquinone oxidoreductase subunit B14.5b [Source:VB Community Annotation]		AAEL005946-RA
AAEL026274			AAEL026274-RA
AAEL026274			AAEL026274-RB
AAEL019585			AAEL019585-RA
AAEL024603			AAEL024603-RA
AAEL014419			AAEL014419-RA
AAEL008807	inositol 5-phosphatase [Source:VB Community Annotation]		AAEL008807-RA
AAEL013258			AAEL013258-RB
AAEL013258			AAEL013258-RA
AAEL009392	chromosome region maintenance protein 5/exportin [Source:VB Community Annotation]		AAEL009392-RA
AAEL024844			AAEL024844-RA
AAEL023919			AAEL023919-RA
AAEL023919			AAEL023919-RB
AAEL023919			AAEL023919-RC
AAEL028112			AAEL028112-RA
AAEL028112			AAEL028112-RB
AAEL013058	mitochondrial peptide chain release factor [Source:VB Community Annotation]		AAEL013058-RA
AAEL020668			AAEL020668-RA
AAEL002669	AMP dependent ligase [Source:VB Community Annotation]		AAEL002669-RA
AAEL010762	Actin-related protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q0IEG8]	Arp8	AAEL010762-RB
AAEL010762	Actin-related protein 8 [Source:UniProtKB/Swiss-Prot;Acc:Q0IEG8]	Arp8	AAEL010762-RA
AAEL019780			AAEL019780-RA
AAEL019780			AAEL019780-RB
AAEL024689			AAEL024689-RA
AAEL027674			AAEL027674-RA
AAEL001346			AAEL001346-RA
AAEL001346			AAEL001346-RB
AAEL001346			AAEL001346-RC
AAEL024479			AAEL024479-RA
AAEL004607	Adenylyltransferase and sulfurtransferase MOCS3 (Molybdenum cofactor synthesis protein 3) [Includes Adenylyltransferase MOCS3(EC 2.7.7.-)(Sulfur carrier protein MOCS2A adenylyltransferase)(EC 2.7.7.n4);Sulfurtransferase MOCS3(EC 2.8.1.-)(Sulfur carrier protein MOCS2A sulfurtransferase)(EC 2.8.1.n1)] [Source:VB Community Annotation]		AAEL004607-RA
AAEL004317			AAEL004317-RA
AAEL005045	ATP-dependent bile acid permease [Source:VB Community Annotation]		AAEL005045-RB
AAEL005045	ATP-dependent bile acid permease [Source:VB Community Annotation]		AAEL005045-RC
AAEL019858			AAEL019858-RA
AAEL021296			AAEL021296-RA
AAEL021296			AAEL021296-RB
AAEL004976			AAEL004976-RA
AAEL010367	aldehyde oxidase [Source:VB Community Annotation]		AAEL010367-RB
AAEL010367	aldehyde oxidase [Source:VB Community Annotation]		AAEL010367-RC
AAEL023665			AAEL023665-RA
AAEL001400	DNA-directed RNA polymerases III 12.5 kDa polypeptide, putative [Source:VB Community Annotation]		AAEL001400-RA
AAEL023450			AAEL023450-RA
AAEL019719			AAEL019719-RA
AAEL019719			AAEL019719-RB
AAEL027657			AAEL027657-RA
AAEL024425			AAEL024425-RA
AAEL027516			AAEL027516-RA
AAEL007097	4-nitrophenylphosphatase [Source:UniProtKB/TrEMBL;Acc:Q0IF18]		AAEL007097-RA
AAEL009379	mitochondrial ribosomal protein, L33, putative [Source:VB Community Annotation]	mRpL33	AAEL009379-RB
AAEL026504			AAEL026504-RA
AAEL005641	C-Type Lectin (CTL) - galactose binding. [Source:VB Community Annotation]	CTLGA5	AAEL005641-RA
AAEL024345			AAEL024345-RA
AAEL024345			AAEL024345-RB
AAEL004585			AAEL004585-RA
AAEL003354			AAEL003354-RA
AAEL025968			AAEL025968-RA
AAEL025968			AAEL025968-RB
AAEL026301			AAEL026301-RA
AAEL017132	C-Type Lysozyme (Lys-C). [Source:VB Community Annotation]	LYSC4	AAEL017132-RB
AAEL017132	C-Type Lysozyme (Lys-C). [Source:VB Community Annotation]	LYSC4	AAEL017132-RA
AAEL017132	C-Type Lysozyme (Lys-C). [Source:VB Community Annotation]	LYSC4	AAEL017132-RD
AAEL017132	C-Type Lysozyme (Lys-C). [Source:VB Community Annotation]	LYSC4	AAEL017132-RC
AAEL022133			AAEL022133-RA
AAEL026368			AAEL026368-RA
AAEL024249			AAEL024249-RA
AAEL024517			AAEL024517-RA
AAEL024517			AAEL024517-RB
AAEL011261	yemanuclein [Source:VB Community Annotation]		AAEL011261-RB
AAEL011261	yemanuclein [Source:VB Community Annotation]		AAEL011261-RC
AAEL011261	yemanuclein [Source:VB Community Annotation]		AAEL011261-RA
AAEL011261	yemanuclein [Source:VB Community Annotation]		AAEL011261-RD
AAEL007248			AAEL007248-RB
AAEL020097			AAEL020097-RA
AAEL025552			AAEL025552-RA
AAEL011873	ubiquitin-conjugating enzyme variant 1A [Source:VB Community Annotation]	Uev1A	AAEL011873-RB
AAEL011873	ubiquitin-conjugating enzyme variant 1A [Source:VB Community Annotation]	Uev1A	AAEL011873-RA
AAEL011873	ubiquitin-conjugating enzyme variant 1A [Source:VB Community Annotation]	Uev1A	AAEL011873-RC
AAEL020688			AAEL020688-RA
AAEL010455	cxyorf1 [Source:VB Community Annotation]		AAEL010455-RA
AAEL026982			AAEL026982-RA
AAEL020252			AAEL020252-RA
AAEL020171			AAEL020171-RA
AAEL022359			AAEL022359-RA
AAEL004563	26S protease regulatory subunit S10b [Source:VB Community Annotation]		AAEL004563-RA
AAEL007564	Zinc finger protein [Source:UniProtKB/TrEMBL;Acc:A0A1S4FH58]		AAEL007564-RA
AAEL028172			AAEL028172-RA
AAEL013490			AAEL013490-RB
AAEL013490			AAEL013490-RC
AAEL013490			AAEL013490-RA
AAEL011570	acidic fibroblast growth factor intracellular binding protein [Source:VB Community Annotation]		AAEL011570-RA
AAEL022185			AAEL022185-RA
AAEL024679			AAEL024679-RA
AAEL009182	zinc finger protein, putative [Source:VB Community Annotation]		AAEL009182-RA
AAEL004146	cryptochrome 1 [Source:VB Community Annotation]	CRY1	AAEL004146-RA
AAEL013172	zinc finger protein [Source:VB Community Annotation]		AAEL013172-RB
AAEL027832			AAEL027832-RA
AAEL024420			AAEL024420-RA
AAEL027573			AAEL027573-RA
AAEL023833			AAEL023833-RA
AAEL023297			AAEL023297-RA
AAEL000889	Carboxylic ester hydrolase [Source:UniProtKB/TrEMBL;Acc:A0A1S4EX56]		AAEL000889-RA
AAEL000603			AAEL000603-RB
AAEL009745	nitric oxide synthase [Source:VB Community Annotation]		AAEL009745-RB
AAEL009745	nitric oxide synthase [Source:VB Community Annotation]		AAEL009745-RC
AAEL013410			AAEL013410-RA
AAEL004819			AAEL004819-RA
AAEL000320	cytochrome P450 [Source:VB Community Annotation]	CYP325T1	AAEL000320-RA
AAEL023273			AAEL023273-RA
AAEL020906			AAEL020906-RA
AAEL006102	gelsolin precursor [Source:VB Community Annotation]		AAEL006102-RA
AAEL002235			AAEL002235-RB
AAEL002235			AAEL002235-RC
AAEL002235			AAEL002235-RH
AAEL002235			AAEL002235-RE
AAEL002235			AAEL002235-RG
AAEL002235			AAEL002235-RA
AAEL002235			AAEL002235-RI
AAEL002235			AAEL002235-RF
AAEL002235			AAEL002235-RD
AAEL006384	trypsin, putative [Source:VB Community Annotation]		AAEL006384-RA
AAEL020870			AAEL020870-RA
AAEL021565			AAEL021565-RA
AAEL026832			AAEL026832-RA
AAEL006900			AAEL006900-RA
AAEL021091			AAEL021091-RA
AAEL021091			AAEL021091-RB
AAEL021091			AAEL021091-RC
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RB
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RC
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RD
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RE
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RF
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RG
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RH
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RI
AAEL006567	max binding protein, mnt [Source:VB Community Annotation]		AAEL006567-RJ
AAEL003754	actin binding [Source:VB Community Annotation]		AAEL003754-RF
AAEL003754	actin binding [Source:VB Community Annotation]		AAEL003754-RD
AAEL003754	actin binding [Source:VB Community Annotation]		AAEL003754-RE
AAEL003754	actin binding [Source:VB Community Annotation]		AAEL003754-RB
AAEL003754	actin binding [Source:VB Community Annotation]		AAEL003754-RC
AAEL003754	actin binding [Source:VB Community Annotation]		AAEL003754-RA
AAEL022893			AAEL022893-RA
AAEL020439			AAEL020439-RA
AAEL008609	zinc carboxypeptidase [Source:VB Community Annotation]		AAEL008609-RA
AAEL027044			AAEL027044-RA
AAEL027044			AAEL027044-RB
AAEL022105			AAEL022105-RA
AAEL010316			AAEL010316-RA
AAEL010414	set domain protein [Source:VB Community Annotation]		AAEL010414-RB
AAEL010414	set domain protein [Source:VB Community Annotation]		AAEL010414-RA
AAEL011842	mitochondrial carrier protein [Source:VB Community Annotation]		AAEL011842-RA
AAEL024018			AAEL024018-RA
AAEL021456			AAEL021456-RA
AAEL002819			AAEL002819-RC
AAEL002819			AAEL002819-RA
AAEL023256			AAEL023256-RA
AAEL008718			AAEL008718-RA
AAEL027809			AAEL027809-RA
AAEL004006	acetylcholine receptor protein alpha 1, 2, 3, 4 invertebrate [Source:VB Community Annotation]		AAEL004006-RB
AAEL027293			AAEL027293-RA
AAEL008451	alpha-amylase [Source:VB Community Annotation]		AAEL008451-RA
AAEL026256			AAEL026256-RA
AAEL024527			AAEL024527-RA
AAEL000239	clathrin coat assembly protein [Source:VB Community Annotation]		AAEL000239-RB
AAEL004496	glutamate transporter [Source:VB Community Annotation]		AAEL004496-RB
AAEL004496	glutamate transporter [Source:VB Community Annotation]		AAEL004496-RC
AAEL004496	glutamate transporter [Source:VB Community Annotation]		AAEL004496-RD
AAEL004496	glutamate transporter [Source:VB Community Annotation]		AAEL004496-RE
AAEL005659			AAEL005659-RA
AAEL013163			AAEL013163-RA
AAEL005530			AAEL005530-RA
AAEL009124	cytochrome P450 [Source:VB Community Annotation]	CYP6N12	AAEL009124-RA
AAEL001437			AAEL001437-RB
AAEL001437			AAEL001437-RC
AAEL001437			AAEL001437-RD
AAEL001437			AAEL001437-RE
AAEL001437			AAEL001437-RF
AAEL001437			AAEL001437-RG
AAEL012702	ATP-binding cassette sub-family A member 3, putative [Source:UniProtKB/TrEMBL;Acc:A0A1S4FWY8]		AAEL012702-RA
AAEL000979			AAEL000979-RA
AAEL000758	ubiquitin-activating enzyme E1 [Source:VB Community Annotation]		AAEL000758-RB
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RC
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RB
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RH
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RA
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RD
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RE
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RG
AAEL013756	zinc/iron transporter [Source:VB Community Annotation]		AAEL013756-RF
AAEL025098			AAEL025098-RA
AAEL004933	lysosomal acid lipase, putative [Source:VB Community Annotation]		AAEL004933-RA
AAEL006918			AAEL006918-RC
AAEL006918			AAEL006918-RB
AAEL006918			AAEL006918-RA
AAEL020963			AAEL020963-RA
AAEL024010			AAEL024010-RA
AAEL024010			AAEL024010-RB
AAEL024010			AAEL024010-RC
AAEL004837			AAEL004837-RA
AAEL026587			AAEL026587-RA
AAEL019692			AAEL019692-RA
AAEL026227			AAEL026227-RA
AAEL007197	amino acid transporter [Source:VB Community Annotation]		AAEL007197-RA
AAEL007197	amino acid transporter [Source:VB Community Annotation]		AAEL007197-RB
AAEL005768			AAEL005768-RA
AAEL014010	pickpocket 102 [Source:VB Community Annotation]	ppk102	AAEL014010-RB
AAEL024089			AAEL024089-RA
AAEL025741			AAEL025741-RA
AAEL025741			AAEL025741-RB
AAEL022178			AAEL022178-RA
AAEL020882			AAEL020882-RA
AAEL001220	myosin-VIIa (Protein crinkled) [Source:VB Community Annotation]	ck	AAEL001220-RB
AAEL001220	myosin-VIIa (Protein crinkled) [Source:VB Community Annotation]	ck	AAEL001220-RC
AAEL027296			AAEL027296-RA
AAEL010291			AAEL010291-RB
AAEL010291			AAEL010291-RC
AAEL010291			AAEL010291-RA
AAEL010291			AAEL010291-RD
AAEL010291			AAEL010291-RE
AAEL025569			AAEL025569-RA
AAEL025569			AAEL025569-RB
AAEL025569			AAEL025569-RC
AAEL025569			AAEL025569-RD
AAEL012578	Phosphoserine aminotransferase [Source:UniProtKB/TrEMBL;Acc:Q1HRL1]		AAEL012578-RA
AAEL024371			AAEL024371-RA
AAEL008262	ppa (fragment) [Source:VB Community Annotation]		AAEL008262-RB
AAEL003142			AAEL003142-RA
AAEL013336			AAEL013336-RA
AAEL025573			AAEL025573-RA
AAEL027439			AAEL027439-RA
AAEL025987			AAEL025987-RA
AAEL007298	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172Q8]		AAEL007298-RB
AAEL007298	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172Q8]		AAEL007298-RD
AAEL007298	Fatty acyl-CoA reductase [Source:UniProtKB/TrEMBL;Acc:Q172Q8]		AAEL007298-RC
AAEL018178			AAEL018178-RB
AAEL001548	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]		AAEL001548-RA
AAEL025057			AAEL025057-RA
AAEL025710			AAEL025710-RA
AAEL005943	ser/thr kinase stk11 (lkb1) [Source:VB Community Annotation]		AAEL005943-RB
AAEL019625			AAEL019625-RA
AAEL019625			AAEL019625-RB
AAEL019625			AAEL019625-RC
AAEL019625			AAEL019625-RD
AAEL019625			AAEL019625-RE
AAEL019625			AAEL019625-RF
AAEL003127	WD-repeat protein [Source:VB Community Annotation]		AAEL003127-RB
AAEL021289			AAEL021289-RA
AAEL022230			AAEL022230-RA
AAEL011162	Anaphase Promoting Complex, putative [Source:VB Community Annotation]		AAEL011162-RA
AAEL027496			AAEL027496-RA
AAEL007044	Lipase [Source:UniProtKB/TrEMBL;Acc:A0A1S4FFB7]		AAEL007044-RA
AAEL012881			AAEL012881-RA
AAEL003677			AAEL003677-RA
AAEL004582	beta-galactosidase [Source:VB Community Annotation]		AAEL004582-RB
AAEL009004			AAEL009004-RA
AAEL003322	protein phosphatase-7 [Source:VB Community Annotation]		AAEL003322-RA
AAEL003322	protein phosphatase-7 [Source:VB Community Annotation]		AAEL003322-RE
AAEL003322	protein phosphatase-7 [Source:VB Community Annotation]		AAEL003322-RD
AAEL003322	protein phosphatase-7 [Source:VB Community Annotation]		AAEL003322-RC
AAEL003322	protein phosphatase-7 [Source:VB Community Annotation]		AAEL003322-RB
AAEL027946			AAEL027946-RA
AAEL009307			AAEL009307-RB
AAEL023539			AAEL023539-RA
AAEL028098			AAEL028098-RA
AAEL024522			AAEL024522-RA
AAEL024522			AAEL024522-RB
AAEL026698			AAEL026698-RA
AAEL026698			AAEL026698-RB
AAEL022478	Putative transcriptional repressor protein yy1 [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYK9]		AAEL022478-RA
AAEL022478	Putative transcriptional repressor protein yy1 [Source:UniProtKB/TrEMBL;Acc:A0A0P6IYK9]		AAEL022478-RB
AAEL011306			AAEL011306-RB
AAEL023455			AAEL023455-RA
AAEL024629			AAEL024629-RA
AAEL020036			AAEL020036-RA
AAEL021020			AAEL021020-RA
AAEL021020			AAEL021020-RB
AAEL021020			AAEL021020-RC
AAEL011777	Serine Protease Inhibitor (serpin)  likely cleavage at K/A. [Source:VB Community Annotation]	SRPN8	AAEL011777-RB
AAEL011777	Serine Protease Inhibitor (serpin)  likely cleavage at K/A. [Source:VB Community Annotation]	SRPN8	AAEL011777-RC
AAEL026292			AAEL026292-RA
AAEL026292			AAEL026292-RB
AAEL027142			AAEL027142-RA
AAEL024740			AAEL024740-RA
AAEL006825			AAEL006825-RB
AAEL028242			AAEL028242-RA
AAEL028242			AAEL028242-RB
AAEL028027			AAEL028027-RA
AAEL000388	isoleucyl tRNA synthetase [Source:VB Community Annotation]		AAEL000388-RA
AAEL008073			AAEL008073-RA
AAEL003456			AAEL003456-RA
AAEL003456			AAEL003456-RB
AAEL003456			AAEL003456-RC
AAEL008170			AAEL008170-RA
AAEL013003			AAEL013003-RB
AAEL013003			AAEL013003-RC
AAEL013003			AAEL013003-RD
AAEL002158	secreted ferritin G subunit precursor, putative [Source:VB Community Annotation]		AAEL002158-RA
AAEL008752			AAEL008752-RB
AAEL008752			AAEL008752-RA
AAEL002622	vitamin k-dependent gamma-carboxylase [Source:VB Community Annotation]		AAEL002622-RA
AAEL022000			AAEL022000-RA
AAEL026736			AAEL026736-RA
AAEL025813			AAEL025813-RA
AAEL012438			AAEL012438-RA
AAEL025984			AAEL025984-RA
AAEL024125			AAEL024125-RA
AAEL008678			AAEL008678-RA
AAEL018289			AAEL018289-RB
AAEL018289			AAEL018289-RC
AAEL005111			AAEL005111-RB
AAEL005111			AAEL005111-RC
AAEL024316			AAEL024316-RA
AAEL027012			AAEL027012-RA
AAEL027012			AAEL027012-RB
AAEL025254			AAEL025254-RA
AAEL024014			AAEL024014-RA
AAEL026023			AAEL026023-RA
AAEL024235			AAEL024235-RA
AAEL024235			AAEL024235-RB
AAEL024235			AAEL024235-RC
AAEL024235			AAEL024235-RD
AAEL024235			AAEL024235-RE
AAEL024235			AAEL024235-RF
AAEL024235			AAEL024235-RG
AAEL024235			AAEL024235-RH
AAEL014377	Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A1S4G1J0]		AAEL014377-RA
AAEL014377	Nibrin [Source:UniProtKB/TrEMBL;Acc:A0A1S4G1J0]		AAEL014377-RB
AAEL001215			AAEL001215-RA
AAEL002160	GTP-binding protein [Source:VB Community Annotation]		AAEL002160-RA
AAEL002000	zinc carboxypeptidase [Source:VB Community Annotation]		AAEL002000-RA
AAEL002000	zinc carboxypeptidase [Source:VB Community Annotation]		AAEL002000-RB
AAEL010193			AAEL010193-RA
AAEL027828			AAEL027828-RA
AAEL026679			AAEL026679-RA
AAEL025496			AAEL025496-RA
AAEL007476	makorin [Source:VB Community Annotation]		AAEL007476-RB
AAEL010905			AAEL010905-RB
AAEL010905			AAEL010905-RC
AAEL010905			AAEL010905-RD
AAEL010905			AAEL010905-RE
AAEL010905			AAEL010905-RF
AAEL010905			AAEL010905-RG
AAEL010905			AAEL010905-RH
AAEL010905			AAEL010905-RI
AAEL010905			AAEL010905-RJ
AAEL003058	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]		AAEL003058-RA
AAEL003058	glucosyl/glucuronosyl transferases [Source:VB Community Annotation]		AAEL003058-RB
AAEL019482			AAEL019482-RA
AAEL011060			AAEL011060-RA
AAEL013548			AAEL013548-RB
AAEL019417			AAEL019417-RA
AAEL019417			AAEL019417-RB
AAEL019417			AAEL019417-RC
AAEL019417			AAEL019417-RD
